user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,month,hour,channel
653,2025-05-27 10:56:00 UTC,Tablet,India,35-44,Male,A7144,Video,Travel,Young Adults,0.04247900924,0.1178,Shared,32,0.91,0.55,2025-05,10,Paid Social
469,2025-09-05 11:02:00 UTC,Mobile,Germany,35-44,Male,A9024,Image,Fashion,Young Adults,0.1449275984,0.125,Ignored,42,0.97,1.87,2025-09,11,Programmatic Display
111,2025-12-20 11:51:00 UTC,Mobile,UK,55+,Male,A2545,Image,Fashion,Tech Enthusiasts,0.1283638038,0.0155,Commented,23,1.21,0.16,2025-12,11,Programmatic Display
266,2025-07-26 11:08:00 UTC,Desktop,Canada,35-44,Male,A2325,Image,Fashion,Travel Lovers,0.079786806,0.1353,Shared,17,0.53,2.04,2025-07,11,Programmatic Display
822,2025-02-06 11:53:00 UTC,Mobile,UK,35-44,Female,A9757,Image,Fashion,Fitness Lovers,0.140360639,0.0758,Shared,36,0.57,1.87,2025-02,11,Programmatic Display
749,2025-08-04 11:28:00 UTC,Mobile,Canada,55+,Female,A2934,Image,Automotive,Fitness Lovers,0.1088681777,0.0146,Commented,33,0.63,0.25,2025-08,11,Programmatic Display
285,2025-01-16 11:52:00 UTC,Mobile,USA,55+,Female,A7412,Image,Automotive,Travel Lovers,0.056460607,0.0395,Liked,20,1.08,0.21,2025-01,11,Programmatic Display
210,2025-04-02 11:52:00 UTC,Desktop,Germany,55+,Male,A8231,Image,Electronics,Fitness Lovers,0.07447321,0.0753,Shared,45,0.85,0.66,2025-04,11,Programmatic Display
450,2025-11-13 11:47:00 UTC,Mobile,India,35-44,Male,A9188,Image,Travel,Young Adults,0.04410913,0.1097,Ignored,33,1.38,0.35,2025-11,11,Programmatic Display
405,2025-12-26 11:50:00 UTC,Desktop,Germany,25-34,Female,A6687,Image,Fashion,Travel Lovers,0.036149421,0.0738,Ignored,16,0.83,0.32,2025-12,11,Programmatic Display
335,2025-04-21 11:10:00 UTC,Tablet,USA,45-54,Female,A4891,Image,Travel,Fitness Lovers,0.1043325854,0.1148,Liked,14,1.49,0.8,2025-04,11,Programmatic Display
919,2025-01-16 11:14:00 UTC,Desktop,UK,25-34,Female,A6510,Image,Travel,Fitness Lovers,0.1223408636,0.1168,Liked,26,0.54,2.65,2025-01,11,Programmatic Display
568,2025-09-22 11:42:00 UTC,Desktop,USA,55+,Female,A2762,Image,Fashion,Family Oriented,0.139000493,0.0928,Shared,56,0.68,1.9,2025-09,11,Programmatic Display
870,2025-09-19 11:49:00 UTC,Tablet,India,45-54,Male,A8938,Image,Automotive,Young Adults,0.03043166325,0.031,Ignored,36,0.2,0.47,2025-09,11,Programmatic Display
278,2025-09-10 11:13:00 UTC,Tablet,Germany,35-44,Female,A3639,Image,Health,Travel Lovers,0.1172023391,0.0214,Shared,10,1.12,0.22,2025-09,11,Programmatic Display
728,2025-10-05 11:42:00 UTC,Mobile,India,45-54,Female,A5082,Image,Fashion,Travel Lovers,0.1247586974,0.0717,Ignored,13,0.69,1.3,2025-10,11,Programmatic Display
799,2025-11-04 11:50:00 UTC,Mobile,Germany,45-54,Female,A3772,Image,Fashion,Young Adults,0.02153494296,0.136,Shared,40,1.2,0.24,2025-11,11,Programmatic Display
607,2025-08-22 11:10:00 UTC,Tablet,USA,35-44,Female,A2631,Image,Fashion,Family Oriented,0.1373153429,0.0479,Ignored,51,0.57,1.15,2025-08,11,Programmatic Display
286,2025-05-09 11:04:00 UTC,Tablet,USA,55+,Female,A2005,Image,Travel,Fitness Lovers,0.1183320689,0.1172,Commented,46,1.07,1.3,2025-05,11,Programmatic Display
457,2025-08-22 11:45:00 UTC,Mobile,USA,35-44,Female,A4196,Image,Travel,Tech Enthusiasts,0.1138727604,0.058,Ignored,56,0.82,0.81,2025-08,11,Programmatic Display
660,2025-11-03 11:33:00 UTC,Mobile,Canada,45-54,Female,A7522,Image,Electronics,Fitness Lovers,0.1449389644,0.1071,Liked,48,1.18,1.32,2025-11,11,Programmatic Display
112,2025-02-06 11:29:00 UTC,Desktop,Canada,45-54,Male,A1866,Image,Automotive,Travel Lovers,0.1074918867,0.1362,Liked,17,0.13,11.26,2025-02,11,Programmatic Display
950,2025-05-05 11:12:00 UTC,Tablet,UK,25-34,Female,A7968,Text,Automotive,Family Oriented,0.03759096,0.0749,Commented,49,0.97,0.29,2025-05,11,Paid Search
865,2025-07-23 11:48:00 UTC,Mobile,USA,25-34,Male,A6367,Text,Fashion,Tech Enthusiasts,0.1233370792,0.1053,Commented,30,0.88,1.48,2025-07,11,Paid Search
736,2025-12-04 11:50:00 UTC,Mobile,Canada,55+,Male,A5663,Text,Electronics,Travel Lovers,0.05570968173,0.0678,Liked,57,0.8,0.47,2025-12,11,Paid Search
968,2025-07-10 11:34:00 UTC,Mobile,Germany,45-54,Female,A1335,Text,Fashion,Young Adults,0.037894953,0.1253,Shared,15,0.19,2.5,2025-07,11,Paid Search
816,2025-06-30 11:43:00 UTC,Mobile,Germany,55+,Female,A8780,Text,Travel,Fitness Lovers,0.02620273036,0.0854,Shared,43,0.29,0.77,2025-06,11,Paid Search
952,2025-06-25 11:29:00 UTC,Mobile,UK,55+,Male,A2280,Text,Health,Fitness Lovers,0.049234347,0.1325,Ignored,15,1.43,0.46,2025-06,11,Paid Search
520,2025-11-27 11:29:00 UTC,Desktop,Germany,45-54,Male,A3602,Text,Fashion,Young Adults,0.1328122125,0.1118,Liked,29,1.1,1.35,2025-11,11,Paid Search
487,2025-08-23 11:55:00 UTC,Mobile,Germany,45-54,Female,A6005,Text,Health,Fitness Lovers,0.076356902,0.0197,Shared,22,1.46,0.1,2025-08,11,Paid Search
700,2025-05-29 11:04:00 UTC,Tablet,Germany,35-44,Male,A6737,Text,Automotive,Fitness Lovers,0.063174019,0.1048,Liked,55,1.22,0.54,2025-05,11,Paid Search
920,2025-05-29 11:05:00 UTC,Mobile,India,25-34,Female,A3641,Text,Electronics,Family Oriented,0.1404430185,0.0829,Shared,30,0.39,2.99,2025-05,11,Paid Search
618,2025-12-18 11:57:00 UTC,Desktop,Germany,25-34,Male,A9759,Text,Health,Fitness Lovers,0.1339858171,0.0793,Shared,52,1.46,0.73,2025-12,11,Paid Search
489,2025-01-08 11:19:00 UTC,Mobile,UK,18-24,Male,A5769,Text,Travel,Travel Lovers,0.054402518,0.0562,Shared,45,0.55,0.56,2025-01,11,Paid Search
972,2025-10-06 11:04:00 UTC,Tablet,Germany,25-34,Female,A1755,Text,Automotive,Family Oriented,0.04065355,0.0255,Commented,38,0.53,0.2,2025-10,11,Paid Search
504,2025-12-08 11:36:00 UTC,Tablet,USA,25-34,Female,A4049,Text,Electronics,Young Adults,0.1408848441,0.0321,Shared,60,0.84,0.54,2025-12,11,Paid Search
153,2025-02-24 11:22:00 UTC,Tablet,Germany,35-44,Male,A3422,Text,Health,Young Adults,0.063556895,0.0639,Shared,58,0.27,1.5,2025-02,11,Paid Search
216,2025-02-05 11:54:00 UTC,Tablet,India,25-34,Male,A1545,Text,Automotive,Family Oriented,0.085757513,0.1297,Ignored,28,0.54,2.06,2025-02,11,Paid Search
735,2025-03-12 11:24:00 UTC,Mobile,UK,18-24,Female,A7933,Text,Automotive,Young Adults,0.02405866966,0.085,Ignored,51,0.37,0.55,2025-03,11,Paid Search
639,2025-04-20 11:13:00 UTC,Mobile,Germany,35-44,Male,A2631,Video,Fashion,Tech Enthusiasts,0.1061298487,0.0688,Liked,49,0.73,1,2025-04,11,Paid Social
355,2025-11-21 11:08:00 UTC,Desktop,Canada,18-24,Female,A9821,Video,Travel,Tech Enthusiasts,0.1226902108,0.0796,Commented,57,0.74,1.32,2025-11,11,Paid Social
604,2025-01-26 11:36:00 UTC,Desktop,Germany,55+,Male,A1326,Video,Health,Tech Enthusiasts,0.02401333463,0.1214,Commented,36,1.27,0.23,2025-01,11,Paid Social
705,2025-11-06 11:49:00 UTC,Tablet,India,18-24,Female,A6157,Video,Fashion,Travel Lovers,0.08964107,0.1325,Commented,10,0.56,2.12,2025-11,11,Paid Social
192,2025-01-06 11:29:00 UTC,Desktop,Germany,45-54,Male,A2579,Video,Electronics,Tech Enthusiasts,0.078671846,0.0739,Ignored,30,0.96,0.61,2025-01,11,Paid Social
489,2025-03-28 11:19:00 UTC,Desktop,USA,25-34,Female,A9261,Video,Automotive,Travel Lovers,0.051886315,0.0198,Ignored,58,0.85,0.12,2025-03,11,Paid Social
183,2025-01-11 11:07:00 UTC,Desktop,Canada,25-34,Male,A7930,Video,Fashion,Tech Enthusiasts,0.097009303,0.0399,Shared,48,0.79,0.49,2025-01,11,Paid Social
934,2025-07-29 11:42:00 UTC,Tablet,Germany,45-54,Female,A2318,Video,Travel,Fitness Lovers,0.01366211766,0.113,Shared,38,0.89,0.17,2025-07,11,Paid Social
434,2025-12-10 11:39:00 UTC,Mobile,UK,18-24,Female,A7410,Video,Electronics,Family Oriented,0.097765119,0.0994,Shared,20,0.33,2.94,2025-12,11,Paid Social
616,2025-09-08 11:05:00 UTC,Desktop,USA,18-24,Male,A9023,Video,Electronics,Travel Lovers,0.1399016768,0.1204,Liked,14,0.83,2.03,2025-09,11,Paid Social
424,2025-03-07 11:55:00 UTC,Tablet,Canada,18-24,Male,A3346,Video,Automotive,Fitness Lovers,0.1339190791,0.1469,Ignored,21,0.17,11.57,2025-03,11,Paid Social
263,2025-11-12 11:11:00 UTC,Tablet,India,35-44,Male,A3408,Video,Automotive,Family Oriented,0.04459308,0.1452,Liked,48,0.21,3.08,2025-11,11,Paid Social
171,2025-12-13 11:25:00 UTC,Mobile,USA,35-44,Female,A9705,Video,Travel,Family Oriented,0.062748981,0.1479,Commented,32,0.61,1.52,2025-12,11,Paid Social
111,2025-06-06 11:32:00 UTC,Mobile,India,25-34,Female,A2872,Video,Electronics,Fitness Lovers,0.05592989,0.0314,Ignored,29,1.13,0.16,2025-06,11,Paid Social
184,2025-10-09 11:24:00 UTC,Tablet,UK,45-54,Female,A8058,Video,Automotive,Young Adults,0.1294725876,0.1432,Commented,49,0.84,2.21,2025-10,11,Paid Social
406,2025-05-14 11:47:00 UTC,Mobile,India,18-24,Male,A6666,Video,Fashion,Young Adults,0.128400517,0.1266,Commented,31,0.84,1.94,2025-05,11,Paid Social
219,2025-02-12 12:55:00 UTC,Desktop,Canada,45-54,Male,A1648,Image,Fashion,Fitness Lovers,0.1289955662,0.1351,Ignored,57,0.49,3.56,2025-02,12,Programmatic Display
534,2025-07-27 12:06:00 UTC,Tablet,India,45-54,Female,A4683,Image,Fashion,Family Oriented,0.1436601299,0.0207,Ignored,49,0.32,0.93,2025-07,12,Programmatic Display
107,2025-12-07 12:56:00 UTC,Tablet,Canada,45-54,Female,A9701,Image,Health,Family Oriented,0.094950451,0.0622,Commented,45,1.04,0.57,2025-12,12,Programmatic Display
228,2025-10-22 12:21:00 UTC,Mobile,Canada,25-34,Male,A1722,Image,Electronics,Travel Lovers,0.01560821103,0.0974,Ignored,12,0.25,0.61,2025-10,12,Programmatic Display
639,2025-02-03 12:24:00 UTC,Desktop,USA,18-24,Male,A4191,Image,Health,Travel Lovers,0.085189288,0.0131,Ignored,47,0.29,0.38,2025-02,12,Programmatic Display
913,2025-09-05 12:07:00 UTC,Tablet,Canada,25-34,Male,A2150,Image,Health,Young Adults,0.1202473452,0.0122,Shared,28,1.08,0.14,2025-09,12,Programmatic Display
376,2025-09-21 12:45:00 UTC,Desktop,India,35-44,Male,A7723,Image,Travel,Tech Enthusiasts,0.1224088749,0.0615,Liked,59,0.2,3.76,2025-09,12,Programmatic Display
480,2025-03-17 12:03:00 UTC,Tablet,Germany,45-54,Female,A2058,Image,Automotive,Fitness Lovers,0.1191491443,0.1424,Ignored,35,1.1,1.54,2025-03,12,Programmatic Display
332,2025-12-27 12:38:00 UTC,Desktop,Canada,25-34,Female,A2346,Image,Travel,Family Oriented,0.1217862686,0.0406,Liked,37,1.04,0.48,2025-12,12,Programmatic Display
883,2025-07-08 12:50:00 UTC,Mobile,Canada,18-24,Female,A3415,Image,Electronics,Travel Lovers,0.05988292623,0.0792,Shared,42,0.53,0.89,2025-07,12,Programmatic Display
278,2025-12-26 12:45:00 UTC,Mobile,Canada,45-54,Female,A9246,Image,Fashion,Young Adults,0.097386144,0.084,Shared,39,0.84,0.97,2025-12,12,Programmatic Display
761,2025-10-13 12:25:00 UTC,Mobile,India,55+,Male,A5538,Image,Travel,Fitness Lovers,0.02438397807,0.0826,Commented,49,0.74,0.27,2025-10,12,Programmatic Display
529,2025-10-21 12:55:00 UTC,Mobile,Germany,25-34,Male,A4842,Image,Travel,Fitness Lovers,0.1189661428,0.0107,Commented,35,0.21,0.61,2025-10,12,Programmatic Display
707,2025-05-20 12:59:00 UTC,Mobile,India,45-54,Male,A9515,Image,Fashion,Family Oriented,0.063179248,0.0768,Shared,58,0.26,1.87,2025-05,12,Programmatic Display
310,2025-07-17 12:46:00 UTC,Mobile,India,45-54,Male,A1397,Image,Electronics,Travel Lovers,0.107917263,0.125,Commented,46,0.39,3.46,2025-07,12,Programmatic Display
745,2025-01-01 12:43:00 UTC,Desktop,India,45-54,Male,A2620,Text,Electronics,Fitness Lovers,0.039528216,0.0374,Commented,60,0.87,0.17,2025-01,12,Paid Search
276,2025-05-16 12:52:00 UTC,Tablet,Canada,35-44,Male,A7533,Text,Automotive,Fitness Lovers,0.1183156296,0.1084,Ignored,48,0.78,1.64,2025-05,12,Paid Search
618,2025-04-08 12:45:00 UTC,Tablet,USA,45-54,Male,A8476,Text,Travel,Travel Lovers,0.02581449064,0.0565,Shared,30,0.98,0.15,2025-04,12,Paid Search
773,2025-08-19 12:58:00 UTC,Desktop,USA,35-44,Female,A8446,Text,Automotive,Travel Lovers,0.046810768,0.0297,Ignored,57,0.48,0.29,2025-08,12,Paid Search
719,2025-05-21 12:40:00 UTC,Mobile,Germany,35-44,Male,A1548,Text,Automotive,Tech Enthusiasts,0.036505548,0.0257,Shared,32,0.75,0.13,2025-05,12,Paid Search
301,2025-05-13 12:06:00 UTC,Desktop,Germany,45-54,Female,A5076,Text,Fashion,Tech Enthusiasts,0.075736207,0.0462,Ignored,29,0.66,0.53,2025-05,12,Paid Search
769,2025-02-21 12:32:00 UTC,Tablet,Canada,45-54,Female,A7312,Text,Travel,Family Oriented,0.1477625524,0.0498,Commented,44,0.5,1.47,2025-02,12,Paid Search
262,2025-07-20 12:46:00 UTC,Desktop,Germany,35-44,Female,A9752,Text,Electronics,Young Adults,0.066192102,0.0773,Liked,48,1.19,0.43,2025-07,12,Paid Search
980,2025-10-13 12:00:00 UTC,Tablet,India,18-24,Female,A1459,Text,Health,Family Oriented,0.067981102,0.0385,Commented,58,1.36,0.19,2025-10,12,Paid Search
556,2025-11-08 12:56:00 UTC,Desktop,USA,18-24,Male,A9931,Text,Travel,Young Adults,0.019833155,0.1172,Liked,53,1.16,0.2,2025-11,12,Paid Search
579,2025-07-31 12:12:00 UTC,Mobile,India,45-54,Male,A5842,Text,Health,Family Oriented,0.1326114081,0.1482,Shared,51,1.29,1.52,2025-07,12,Paid Search
621,2025-08-06 12:42:00 UTC,Desktop,USA,18-24,Female,A4231,Text,Fashion,Fitness Lovers,0.098168079,0.0857,Commented,13,1.2,0.7,2025-08,12,Paid Search
580,2025-08-04 12:53:00 UTC,Mobile,USA,55+,Female,A6955,Text,Automotive,Fitness Lovers,0.1017625562,0.1389,Liked,42,0.37,3.82,2025-08,12,Paid Search
153,2025-05-12 12:00:00 UTC,Mobile,UK,18-24,Male,A9646,Text,Health,Young Adults,0.1474645396,0.0264,Shared,48,0.69,0.56,2025-05,12,Paid Search
478,2025-03-30 12:25:00 UTC,Desktop,Canada,18-24,Male,A9985,Text,Fashion,Travel Lovers,0.03452740804,0.1045,Commented,11,0.65,0.56,2025-03,12,Paid Search
445,2025-06-12 12:05:00 UTC,Tablet,USA,18-24,Female,A4632,Text,Electronics,Travel Lovers,0.101621112,0.0578,Shared,60,0.74,0.79,2025-06,12,Paid Search
529,2025-08-30 12:18:00 UTC,Mobile,Germany,18-24,Male,A9256,Text,Health,Tech Enthusiasts,0.0385095,0.081,Commented,46,1.2,0.26,2025-08,12,Paid Search
802,2025-07-26 12:37:00 UTC,Mobile,UK,55+,Female,A8542,Video,Electronics,Travel Lovers,0.093005647,0.0896,Commented,49,1.47,0.57,2025-07,12,Paid Social
632,2025-02-12 12:03:00 UTC,Mobile,Germany,25-34,Female,A6745,Video,Electronics,Travel Lovers,0.1214799368,0.0314,Liked,43,1.03,0.37,2025-02,12,Paid Social
468,2025-09-03 12:27:00 UTC,Tablet,Canada,55+,Male,A1528,Video,Electronics,Fitness Lovers,0.1141421899,0.1222,Liked,20,0.33,4.23,2025-09,12,Paid Social
492,2025-06-16 12:51:00 UTC,Desktop,USA,25-34,Male,A5122,Video,Automotive,Travel Lovers,0.040275252,0.0639,Ignored,53,0.87,0.3,2025-06,12,Paid Social
112,2025-01-01 12:46:00 UTC,Desktop,India,25-34,Male,A3355,Video,Fashion,Young Adults,0.1235747777,0.0812,Shared,37,0.68,1.48,2025-01,12,Paid Social
592,2025-11-04 12:34:00 UTC,Mobile,Germany,45-54,Male,A2214,Video,Health,Fitness Lovers,0.053099252,0.141,Shared,51,0.26,2.88,2025-11,12,Paid Social
199,2025-01-04 12:17:00 UTC,Desktop,Canada,55+,Male,A2664,Video,Travel,Tech Enthusiasts,0.1476185936,0.0853,Shared,37,1.06,1.19,2025-01,12,Paid Social
441,2025-07-02 12:20:00 UTC,Desktop,India,55+,Male,A9328,Video,Electronics,Family Oriented,0.085114955,0.0952,Liked,12,1.01,0.8,2025-07,12,Paid Social
721,2025-03-16 12:39:00 UTC,Mobile,UK,45-54,Female,A6723,Video,Electronics,Fitness Lovers,0.07953895,0.0662,Liked,12,0.29,1.82,2025-03,12,Paid Social
396,2025-09-26 12:30:00 UTC,Desktop,UK,25-34,Female,A4102,Video,Automotive,Young Adults,0.1133716406,0.1369,Shared,11,0.29,5.35,2025-09,12,Paid Social
836,2025-10-09 12:51:00 UTC,Desktop,Canada,45-54,Female,A5205,Video,Travel,Tech Enthusiasts,0.0596692782,0.0913,Liked,38,1.22,0.45,2025-10,12,Paid Social
382,2025-05-06 12:35:00 UTC,Mobile,USA,25-34,Male,A3601,Video,Health,Fitness Lovers,0.051818593,0.0133,Ignored,36,1.44,0.05,2025-05,12,Paid Social
730,2025-02-27 12:28:00 UTC,Tablet,India,18-24,Female,A2929,Video,Automotive,Tech Enthusiasts,0.070254621,0.0374,Commented,36,1.15,0.23,2025-02,12,Paid Social
748,2025-06-10 12:13:00 UTC,Tablet,India,18-24,Female,A1082,Video,Electronics,Tech Enthusiasts,0.1310704675,0.0276,Ignored,47,0.28,1.29,2025-06,12,Paid Social
352,2025-07-16 12:08:00 UTC,Tablet,Canada,45-54,Female,A2492,Video,Fashion,Travel Lovers,0.08976607,0.068,Commented,33,0.19,3.21,2025-07,12,Paid Social
236,2025-05-08 13:49:00 UTC,Desktop,India,55+,Female,A5732,Image,Health,Fitness Lovers,0.088906824,0.0805,Ignored,10,1.49,0.48,2025-05,13,Programmatic Display
467,2025-12-19 13:37:00 UTC,Mobile,India,55+,Female,A7924,Image,Fashion,Travel Lovers,0.1170970609,0.0241,Commented,52,0.13,2.17,2025-12,13,Programmatic Display
184,2025-09-08 13:17:00 UTC,Desktop,Germany,35-44,Male,A9601,Image,Travel,Fitness Lovers,0.1093517448,0.0118,Ignored,38,0.94,0.14,2025-09,13,Programmatic Display
163,2025-01-15 13:52:00 UTC,Mobile,USA,25-34,Male,A4976,Image,Travel,Young Adults,0.075093545,0.0772,Ignored,47,0.81,0.72,2025-01,13,Programmatic Display
361,2025-06-21 13:45:00 UTC,Desktop,India,45-54,Male,A4656,Image,Travel,Travel Lovers,0.031599874,0.0163,Liked,13,0.64,0.08,2025-06,13,Programmatic Display
999,2025-10-16 13:04:00 UTC,Tablet,UK,55+,Male,A4989,Image,Health,Fitness Lovers,0.043830234,0.0143,Shared,14,1.24,0.05,2025-10,13,Programmatic Display
991,2025-07-09 13:47:00 UTC,Tablet,India,18-24,Male,A2338,Image,Automotive,Tech Enthusiasts,0.1275823159,0.083,Commented,11,1.17,0.91,2025-07,13,Programmatic Display
951,2025-12-10 13:55:00 UTC,Tablet,India,18-24,Male,A9337,Image,Automotive,Fitness Lovers,0.01660914903,0.1414,Shared,41,0.85,0.28,2025-12,13,Programmatic Display
148,2025-05-25 13:56:00 UTC,Desktop,Germany,25-34,Female,A5120,Image,Travel,Fitness Lovers,0.01574538406,0.0121,Shared,41,1.26,0.02,2025-05,13,Programmatic Display
571,2025-12-28 13:36:00 UTC,Desktop,Germany,45-54,Female,A4158,Image,Travel,Young Adults,0.070370167,0.1124,Commented,40,0.14,5.65,2025-12,13,Programmatic Display
448,2025-06-09 13:05:00 UTC,Desktop,Canada,18-24,Female,A5860,Image,Health,Travel Lovers,0.1407419702,0.1395,Commented,20,0.58,3.39,2025-06,13,Programmatic Display
216,2025-08-05 13:00:00 UTC,Mobile,UK,25-34,Female,A4928,Image,Fashion,Fitness Lovers,0.1392095081,0.0159,Commented,33,0.54,0.41,2025-08,13,Programmatic Display
144,2025-07-10 13:06:00 UTC,Desktop,India,18-24,Male,A9031,Image,Travel,Young Adults,0.075983141,0.0219,Liked,31,0.89,0.19,2025-07,13,Programmatic Display
390,2025-10-04 13:51:00 UTC,Mobile,India,35-44,Female,A1570,Image,Health,Tech Enthusiasts,0.05968554499,0.058,Ignored,59,0.69,0.5,2025-10,13,Programmatic Display
573,2025-07-27 13:27:00 UTC,Desktop,Canada,35-44,Male,A8345,Image,Fashion,Tech Enthusiasts,0.1107793214,0.0545,Ignored,20,0.38,1.59,2025-07,13,Programmatic Display
800,2025-05-27 13:19:00 UTC,Mobile,India,18-24,Male,A4001,Image,Fashion,Travel Lovers,0.031884209,0.1411,Shared,58,0.42,1.07,2025-05,13,Programmatic Display
504,2025-11-18 13:25:00 UTC,Tablet,USA,55+,Male,A5519,Image,Fashion,Family Oriented,0.129226991,0.0925,Liked,12,1.43,0.84,2025-11,13,Programmatic Display
268,2025-05-27 13:42:00 UTC,Mobile,Canada,45-54,Male,A1927,Text,Electronics,Young Adults,0.04089801994,0.0406,Liked,11,1.31,0.13,2025-05,13,Paid Search
915,2025-05-12 13:44:00 UTC,Mobile,Germany,18-24,Female,A6661,Text,Health,Tech Enthusiasts,0.05108345142,0.0887,Shared,40,1.39,0.33,2025-05,13,Paid Search
231,2025-05-02 13:40:00 UTC,Tablet,UK,35-44,Female,A8957,Text,Automotive,Family Oriented,0.04527144431,0.1148,Shared,30,0.41,1.27,2025-05,13,Paid Search
724,2025-10-11 13:14:00 UTC,Desktop,Canada,35-44,Female,A4715,Text,Automotive,Family Oriented,0.03971917021,0.1277,Commented,60,1.23,0.41,2025-10,13,Paid Search
850,2025-07-26 13:37:00 UTC,Desktop,India,35-44,Female,A9137,Text,Health,Family Oriented,0.043860117,0.0369,Shared,26,1.03,0.16,2025-07,13,Paid Search
802,2025-07-10 13:18:00 UTC,Desktop,USA,18-24,Female,A1402,Text,Fashion,Tech Enthusiasts,0.075939758,0.0291,Shared,50,0.89,0.25,2025-07,13,Paid Search
952,2025-01-10 13:35:00 UTC,Desktop,Germany,25-34,Female,A6204,Text,Automotive,Family Oriented,0.025349524,0.0866,Ignored,32,1.37,0.16,2025-01,13,Paid Search
972,2025-02-04 13:25:00 UTC,Mobile,Germany,55+,Male,A9924,Text,Travel,Family Oriented,0.03804055147,0.1129,Liked,20,0.35,1.23,2025-02,13,Paid Search
402,2025-09-18 13:41:00 UTC,Tablet,UK,55+,Female,A1946,Text,Fashion,Tech Enthusiasts,0.1145614751,0.0946,Commented,57,1.18,0.92,2025-09,13,Paid Search
950,2025-07-24 13:36:00 UTC,Mobile,Canada,55+,Female,A8682,Text,Electronics,Tech Enthusiasts,0.032156471,0.0361,Commented,38,0.2,0.58,2025-07,13,Paid Search
210,2025-09-16 13:30:00 UTC,Tablet,India,18-24,Male,A7584,Video,Electronics,Travel Lovers,0.1415696813,0.0896,Ignored,52,0.37,3.43,2025-09,13,Paid Social
637,2025-12-09 13:16:00 UTC,Desktop,India,35-44,Male,A9062,Video,Health,Young Adults,0.042273096,0.1098,Shared,48,0.4,1.16,2025-12,13,Paid Social
690,2025-10-16 13:26:00 UTC,Desktop,India,55+,Male,A9960,Video,Electronics,Family Oriented,0.1329650552,0.0682,Liked,32,1.19,0.76,2025-10,13,Paid Social
134,2025-08-04 13:34:00 UTC,Desktop,UK,35-44,Female,A1332,Video,Travel,Family Oriented,0.044653387,0.0769,Ignored,41,0.18,1.91,2025-08,13,Paid Social
582,2025-01-04 13:38:00 UTC,Mobile,Canada,45-54,Male,A9747,Video,Travel,Travel Lovers,0.1222866372,0.0918,Liked,18,0.94,1.19,2025-01,13,Paid Social
148,2025-02-22 13:54:00 UTC,Tablet,Canada,18-24,Male,A6688,Video,Automotive,Family Oriented,0.1383839684,0.069,Commented,50,0.23,4.15,2025-02,13,Paid Social
972,2025-07-16 13:17:00 UTC,Desktop,India,18-24,Male,A5257,Video,Automotive,Family Oriented,0.032254551,0.0469,Liked,23,1.41,0.11,2025-07,13,Paid Social
153,2025-08-28 13:18:00 UTC,Desktop,Canada,45-54,Female,A6764,Video,Automotive,Fitness Lovers,0.1191340026,0.061,Liked,39,1.13,0.64,2025-08,13,Paid Social
434,2025-09-01 13:22:00 UTC,Tablet,India,18-24,Female,A2025,Video,Electronics,Young Adults,0.095076019,0.1022,Liked,47,0.53,1.83,2025-09,13,Paid Social
688,2025-05-20 13:43:00 UTC,Tablet,Canada,35-44,Male,A6099,Video,Electronics,Family Oriented,0.046839173,0.0385,Ignored,48,1.07,0.17,2025-05,13,Paid Social
308,2025-06-08 13:08:00 UTC,Tablet,UK,35-44,Female,A4436,Video,Automotive,Young Adults,0.062307356,0.0713,Commented,33,1.04,0.43,2025-06,13,Paid Social
171,2025-08-24 13:50:00 UTC,Tablet,USA,35-44,Male,A4591,Video,Travel,Fitness Lovers,0.070845254,0.0243,Liked,29,1.21,0.14,2025-08,13,Paid Social
679,2025-10-21 13:22:00 UTC,Tablet,USA,35-44,Male,A9812,Video,Electronics,Fitness Lovers,0.062917254,0.1072,Ignored,55,0.56,1.2,2025-10,13,Paid Social
690,2025-05-27 13:15:00 UTC,Mobile,Germany,45-54,Male,A7465,Video,Travel,Tech Enthusiasts,0.1301487741,0.072,Liked,35,1.19,0.79,2025-05,13,Paid Social
802,2025-07-02 13:31:00 UTC,Desktop,India,35-44,Female,A9863,Video,Fashion,Young Adults,0.1166772961,0.0431,Liked,23,0.91,0.55,2025-07,13,Paid Social
199,2025-09-15 13:55:00 UTC,Desktop,Canada,25-34,Male,A5019,Video,Travel,Tech Enthusiasts,0.095123867,0.0445,Shared,38,0.96,0.44,2025-09,13,Paid Social
867,2025-12-12 14:18:00 UTC,Tablet,Germany,35-44,Male,A7596,Image,Fashion,Young Adults,0.1129777533,0.0906,Commented,55,1.38,0.74,2025-12,14,Programmatic Display
828,2025-03-04 14:32:00 UTC,Tablet,UK,25-34,Male,A1586,Image,Health,Family Oriented,0.1365939569,0.0497,Liked,51,1.04,0.65,2025-03,14,Programmatic Display
170,2025-06-11 14:28:00 UTC,Tablet,Canada,25-34,Female,A6537,Image,Health,Young Adults,0.1408905953,0.1449,Commented,58,1.17,1.74,2025-06,14,Programmatic Display
227,2025-01-25 14:16:00 UTC,Mobile,India,35-44,Male,A1431,Image,Fashion,Travel Lovers,0.03122388958,0.0825,Liked,25,0.36,0.72,2025-01,14,Programmatic Display
